label,text
0,I had askd u a question some hours before. Its answer
0,Watching tv lor. Nice one then i like lor.
0,I'm thinking that chennai forgot to come for auction..
0,Then ü come n pick me at 530 ar?
0,Early bird! Any purchases yet?
0,Went to pay rent. So i had to go to the bank to authorise the payment.
0,"Erm … ill pick you up at about 6.45pm. That'll give enough time to get there, park and that."
0,HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x
0,Howz pain.it will come down today.do as i said ystrday.ice and medicine.
0,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season."
0,Yes ammae....life takes lot of turns you can only sit and try to hold the steering...
0,"Yeah that's what I thought, lemme know if anything's goin on later"
0,Mmmm.... I cant wait to lick it!
0,Pls go there today  &lt;#&gt; . I dont want any excuses
0,Can you plz tell me the ans. BSLVYL sent via fullonsms.com
0,U in town alone?
0,I to am looking forward to all the sex cuddling.. Only two more sleeps
0,We have all rounder:)so not required:)
0,"No, its true..k,Do u knw dis no. &lt;#&gt; ?"
0,"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)"
0,oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight
0,I'm ok. Will do my part tomorrow
0,"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?"
0,R u still working now?
0,Yep. I do like the pink furniture tho.
0,"Customer place, i wil cal u sir."
0,A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:)
0,"THATS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONT WORRY.C U L8TR HUN!LOVE Yaxxx"
0,"Theoretically yeah, he could be able to come"
0,"Alright we're hooked up, where you guys at"
0,"not that I know of, most people up here are still out of town"
0,No let me do the math. Your not good at it.
0,Oh ok wait 4 me there... My lect havent finish
0,Yeah my usual guy's out of town but there're definitely people around I know
0,I am joining today formally.Pls keep praying.will talk later.
0,"Happy or sad , one thing about past is- ""Its no more"" GOOD MORNING :-):-)."
0,No. Did you multimedia message them or e-mail?
0,Okie but i scared u say i fat... Then u dun wan me already...
0,did u get that message
0,"Sorry sir, i will call you tomorrow.  senthil.hsbc"
0,What you need. You have a person to give na.
0,She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up
0,Hi juan. Im coming home on fri hey. Of course i expect a welcome party and lots of presents. Ill phone u when i get back. Loads of love nicky x x x x x x x x x
0,Can you plz tell me the ans. BSLVYL sent via fullonsms.com
0,"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon...."
0,"Gumby's has a special where a  &lt;#&gt; "" cheese pizza is $2 so I know what we're doin tonight"
0,Like a personal sized or what
0,"Same, I'm at my great aunts anniversary party in tarpon springs"
0,Cab is available.they pick up and drop at door steps.
0,ok....take care.umma to you too...
0,Unlimited texts. Limited minutes.
0,No problem. We will be spending a lot of quality time together...
0,Have you heard from this week?
0,Yes. Last  practice
0,No. Thank you. You've been wonderful
0,Otherwise had part time job na-tuition..
0,Ü mean it's confirmed... I tot they juz say oni... Ok then...
0,Okie
0,That depends. How would you like to be treated? :)
0,"Right on brah, see you later"
0,Waiting in e car 4 my mum lor. U leh? Reach home already?
0,Went fast asleep dear.take care.
0,No that just means you have a fat head
0,Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!
0,Serious? What like proper tongued her
0,She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance
0,How i noe... She's in da car now... Later then c lar... I'm wearing shorts...
0,Yeah whatever lol
0,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
0,Ard 530 lor. I ok then message ü lor.
0,Ok. C u then.
0,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...
0,No need to ke qi... Ü too bored izzit y suddenly thk of this...
0,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!
0,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here.."""
0,"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?"
0,Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?
0,How? Izzit still raining?
0,As if i wasn't having enough trouble sleeping.
0,I havent add ü yet right..
0,Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*
0,Babe ? I lost you ... Will you try rebooting ?
0,Yes. Nigh you cant aha.
0,I thk ü gotta go home by urself. Cos i'll b going out shopping 4 my frens present.
0,Nooooooo I'm gonna be bored to death all day. Cable and internet outage.
0,Sos! Any amount i can get pls.
0,"Playin space poker, u?"
0,How come guoyang go n tell her? Then u told her?
0,You need to get up. Now.
0,They r giving a second chance to rahul dengra.
0,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?"
0,WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!
0,Y ü wan to go there? C doctor?
0,Does daddy have a bb now.
0,She's borderline but yeah whatever.
0,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
0,"Until 545 lor... Ya, can go 4 dinner together..."
0,I will be gentle princess! We will make sweet gentle love...
0,How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch
0,"Sorry, went to bed early, nightnight"
0,I like to think there's always the possibility of being in a pub later.
0,HMM yeah if your not too grooved out! And im looking forward to my pound special :)
0,I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.
0,Hi dude hw r u da realy mising u today
0,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit...
0,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?
0,I knew it... U slept v late yest? Wake up so late...
0,Haha... dont be angry with yourself... Take it as a practice for the real thing. =)
0,Where is that one day training:-)
0,So i could kiss and feel you next to me...
0,Have a nice day my dear.
0,I sent lanre fakeye's Eckankar details to the mail box
0,Your dad is back in ph?
0,If you ask her or she say any please message.
0,"If e timing can, then i go w u lor..."
0,Love you aathi..love u lot..
0,I was just callin to say hi. Take care bruv!
0,Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.
0,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.
0,"That's the trouble with classes that go well - you're due a dodgey one … Expecting mine tomo! See you for recovery, same time, same place"
0,WOT U UP 2 J?
0,"Night night, see you tomorrow"
0,Roger that. We‘re probably going to rem in about 20
0,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................
0,I wish u were here. I feel so alone
0,Reason is if the team budget is available at last they buy the unsold players for at base rate..
0,CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES
0,Huh i cant thk of more oredi how many pages do we have?
0,His frens go then he in lor. Not alone wif my mum n sis lor.
0,Nationwide auto centre (or something like that) on Newport road. I liked them there
0,"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly"
0,"Whatever, juliana. Do whatever you want."
0,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
0,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta."
0,Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...
0,I am on the way to ur home
0,"Dizzamn, aight I'll ask my suitemates when I get back"
0,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word"
0,I love to cuddle! I want to hold you in my strong arms right now...
0,R u in this continent?
0,We'll you pay over like  &lt;#&gt; yrs so its not too difficult
0,K...k...when will you give treat?
0,He's just gonna worry for nothing. And he won't give you money its no use.
0,Did you get any gift? This year i didnt get anything. So bad
0,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams
0,Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant
0,", ow u dey.i paid 60,400thousad.i told  u would call ."
0,IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx
0,I'm reaching home in 5 min.
0,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx"
0,Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel
0,Discussed with your mother ah?
0,Ok.
0,"Sorry, I can't text &amp; drive coherently, see you in twenty"
0,In which place i can get rooms cheap:-)
0,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.
0,GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI
0,University of southern california.
0,We have to pick rayan macleran there.
0,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...
0,Well. Balls. Time to make calls
0,Wat time ü wan today?
0,&lt;#&gt;  in mca. But not conform.
0,Oh ok.. Wat's ur email?
0,"Yes, princess. Are you going to make me moan?"
0,Lol its ok I didn't remember til last nite
0,"[…] anyway, many good evenings to u! s"
0,"Cool, I'll text you in a few"
0,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds.."
0,I'm very happy for you babe ! Woo hoo party on dude!
0,I am taking you for italian food. How about a pretty dress with no panties? :)
0,Wot u up 2? Thout u were gonna call me!! Txt bak luv K
0,How are you holding up?
0,Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please....
0,Hope you are not scared!
0,I cant pick the phone right now. Pls send a message
0,I'm at home n ready...
0,What time do u get out?
0,I am literally in bed and have been up for like  &lt;#&gt;  hours
0,"Yes, my reg is  Ciao!"
0,If You mean the website. Yes.
0,Lol or I could just starve and lose a pound by the end of the day.
0,Yeah that's the impression I got
0,Ok ok take care. I can understand.
0,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL"
0,"Ya ok, then had dinner?"
0,I was slept that time.you there?
0,dont make ne plans for nxt wknd coz she wants us to come down then ok
0,When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.
0,"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)"
0,Noice. Text me when you're here
0,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.
0,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was"
0,Hi dear we saw dear. We both are happy. Where you my battery is low
0,How are you. Its been ages. How's abj
0,Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!
0,Dont kick coco when he's down
0,Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit
0,Hope youre not having too much fun without me!! see u tomorrow love jess x
0,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all
0,I've reached home n i bathe liao... U can call me now...
0,Was the actual exam harder than NBME
0,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol
0,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U"
0,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.
0,Gam gone after outstanding innings.
0,O i played smash bros  &lt;#&gt;  religiously.
0,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola"
0,Hurry home. Soup is DONE!
0,No no. I will check all rooms befor activities
0,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you."
0,Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...
0,Lemme know when you're here
0,He needs to stop going to bed and make with the fucking dealing
0,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea"
0,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj"
0,I remain unconvinced that this isn't an elaborate test of my willpower
0,"Life is nothing wen v get everything. But ""life is everything wen v miss something "". Real value of people wil be realized only in their absence.... gud mrng"
0,how are you? I miss you!
0,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy
0,"Hey , is * rite u put »10 evey mnth is that all?"
0,i am going to bed now prin
0,I think just yourself …Thanks and see you tomo
0,If u dun drive then how i go 2 sch.
0,I not at home now lei...
0,Ok then i will come to ur home after half an hour
0,Do u hav any frnd by name ashwini in ur college?
0,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...
0,K then 2marrow are you coming to class.
0,Pls send me your address sir.
0,I want to lick your pussy now...
0,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack"
0,"I'll see, but prolly yeah"
0,Thought we could go out for dinner. I'll treat you! Seem ok?
0,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?
0,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.
0,What you doing?how are you?
0,"Sure thing big man. i have hockey elections at 6, shouldn‘t go on longer than an hour though"
0,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...
